0.004000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 
0.104000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 
0.204000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 
0.304000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 
0.404000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 
0.504000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 
0.604000 	 7246.000000 	 3693.000000 	 3683.000000 	 6908.000000 	 0.000000 	 0.000000 	 10.975633 
0.704000 	 53943.000000 	 59188.000000 	 53677.000000 	 68982.000000 	 0.000000 	 0.000000 	 0.000000 
0.804000 	 42614.000000 	 58409.000000 	 40641.000000 	 67434.000000 	 0.000000 	 0.000000 	 -6.040051 
0.904000 	 -6198.000000 	 31064.000000 	 -10050.000000 	 34247.000000 	 0.000000 	 0.000000 	 0.000000 
1.004000 	 -7447.000000 	 34743.000000 	 -9923.000000 	 41370.000000 	 0.000000 	 0.000000 	 1.794758 
1.104000 	 -3917.000000 	 39795.000000 	 -8113.000000 	 48126.000000 	 0.000000 	 0.000000 	 0.000000 
1.204000 	 -2802.000000 	 40482.000000 	 -7415.000000 	 48503.000000 	 0.000000 	 0.000000 	 0.000000 
1.304000 	 -2915.000000 	 40468.000000 	 -7514.000000 	 48483.000000 	 0.000000 	 0.000000 	 0.000000 
1.404000 	 -2891.000000 	 40471.000000 	 -7514.000000 	 48484.000000 	 0.000000 	 0.000000 	 0.000000 
1.504000 	 -2891.000000 	 40471.000000 	 -7513.000000 	 48484.000000 	 0.000000 	 0.000000 	 0.000000 
1.604000 	 -2891.000000 	 40471.000000 	 -7513.000000 	 48484.000000 	 0.000000 	 0.000000 	 0.000000 
1.704000 	 -2889.000000 	 40471.000000 	 -7513.000000 	 48484.000000 	 0.000000 	 0.000000 	 0.000000 
1.804000 	 -2889.000000 	 40471.000000 	 -7513.000000 	 48484.000000 	 0.000000 	 0.000000 	 0.000000 
1.904000 	 -2889.000000 	 40471.000000 	 -7513.000000 	 48484.000000 	 0.000000 	 0.000000 	 0.000000 
2.004000 	 -2889.000000 	 40471.000000 	 -7513.000000 	 48484.000000 	 0.000000 	 0.000000 	 0.000000 
2.104000 	 -2889.000000 	 40471.000000 	 -7513.000000 	 48484.000000 	 0.000000 	 0.000000 	 0.000000 
2.204000 	 -2889.000000 	 40471.000000 	 -7513.000000 	 48484.000000 	 0.000000 	 0.000000 	 0.000000 
2.304000 	 -2889.000000 	 40471.000000 	 -7513.000000 	 48484.000000 	 0.000000 	 0.000000 	 0.000000 
2.404000 	 -2889.000000 	 40471.000000 	 -7513.000000 	 48484.000000 	 0.000000 	 0.000000 	 0.000000 
2.504000 	 -2889.000000 	 40471.000000 	 -7513.000000 	 48484.000000 	 0.000000 	 0.000000 	 0.000000 
2.604000 	 -2889.000000 	 40471.000000 	 -7513.000000 	 48482.000000 	 0.000000 	 0.000000 	 0.000000 
2.704000 	 -2889.000000 	 40471.000000 	 -7513.000000 	 48482.000000 	 0.000000 	 0.000000 	 0.000000 
2.804000 	 -2889.000000 	 40470.000000 	 -7513.000000 	 48482.000000 	 0.000000 	 0.000000 	 0.000000 
2.904000 	 -2889.000000 	 40470.000000 	 -7513.000000 	 48482.000000 	 0.000000 	 0.000000 	 0.000000 
3.004000 	 -2889.000000 	 40470.000000 	 -7513.000000 	 48482.000000 	 0.000000 	 0.000000 	 0.000000 
3.104000 	 -2889.000000 	 40470.000000 	 -7513.000000 	 48482.000000 	 0.000000 	 0.000000 	 0.000000 
3.204000 	 -2889.000000 	 40470.000000 	 -7513.000000 	 48482.000000 	 0.000000 	 0.000000 	 0.000000 
3.304000 	 -2889.000000 	 40470.000000 	 -7513.000000 	 48482.000000 	 0.000000 	 0.000000 	 0.000000 
